Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
DS,Adventure,Codemasters,"0,24",0,0,"0,02","0,26",E10+,Malo
GBA,Platform,Konami Digital Entertainment,"0,16","0,06","0,04",0,"0,26",T,Excelente
PS3,Misc,Sega,"0,1","0,03","0,1","0,03","0,26",T,Bueno
PS2,Racing,Sony Computer Entertainment,"0,13","0,1",0,"0,03","0,26",E,Bueno
DS,Adventure,Disney Interactive Studios,"0,23","0,01",0,"0,02","0,26",T,Aceptable
X,Role-Playing,Acclaim Entertainment,"0,19","0,06",0,"0,01","0,26",T,Bueno
DS,Sports,Electronic Arts,"0,24",0,0,"0,02","0,26",E,Aceptable
DS,Puzzle,Nintendo,"0,13","0,01","0,11","0,01","0,26",E,Bueno
GC,Sports,Electronic Arts,"0,2","0,05",0,"0,01","0,26",E,Excelente
PC,Role-Playing,Take-Two Interactive,"0,01","0,2",0,"0,04","0,26",M,Excelente
X,Simulation,LucasArts,"0,19","0,05",0,"0,01","0,25",T,Bueno
GBA,Fighting,Ubisoft,"0,18","0,07",0,0,"0,25",T,Excelente
PS2,Action,THQ,"0,12","0,1",0,"0,03","0,25",E10+,Malo
GC,Adventure,Vivendi Games,"0,15","0,04","0,06","0,01","0,25",E,Excelente
PSP,Racing,Sega,"0,03","0,15",0,"0,07","0,25",E,Bueno
PS2,Sports,Take-Two Interactive,"0,12","0,1",0,"0,03","0,25",E,Malo
X360,Racing,Electronic Arts,"0,23",0,0,"0,02","0,25",E,Aceptable
PS3,Racing,Electronic Arts,"0,22","0,01",0,"0,02","0,25",E,Aceptable
X360,Role-Playing,Focus Home Interactive,"0,15","0,08",0,"0,02","0,25",M,Malo
PC,Simulation,Ubisoft,0,"0,21",0,"0,05","0,25",T,Aceptable
PC,Adventure,Take-Two Interactive,"0,09","0,13",0,"0,03","0,25",M,Excelente
X,Sports,Microsoft Game Studios,"0,2","0,04",0,"0,01","0,25",E,Excelente
Wii,Role-Playing,Square Enix,"0,13","0,06","0,05","0,02","0,25",E10+,Aceptable
PS2,Sports,Take-Two Interactive,"0,12","0,1",0,"0,03","0,25",E,Bueno
PS3,Action,Electronic Arts,"0,16","0,06",0,"0,03","0,25",E10+,Excelente
PS3,Racing,THQ,"0,18","0,04","0,01","0,03","0,25",T,Bueno
3DS,Role-Playing,Atlus,"0,17","0,01","0,05","0,02","0,25",T,Bueno
PC,Action,LucasArts,"0,1","0,13",0,"0,03","0,25",E10+,Bueno
PS,Action,BAM! Entertainment,"0,14","0,1",0,"0,02","0,25",E,Malo
X360,Sports,Tecmo Koei,"0,15","0,02","0,06","0,02","0,25",M,Malo
PS3,Action,Bethesda Softworks,"0,12","0,08","0,02","0,03","0,25",M,Malo
X,Shooter,Vivendi Games,"0,19","0,05",0,"0,01","0,25",M,Bueno
PS3,Action,Deep Silver,"0,05","0,15",0,"0,05","0,25",T,Malo
GC,Shooter,Electronic Arts,"0,19","0,05",0,"0,01","0,25",T,Bueno
XOne,Racing,Codemasters,"0,09","0,15",0,"0,02","0,25",E,Aceptable
3DS,Platform,Activision,"0,11","0,12",0,"0,02","0,25",E10+,Aceptable
GC,Platform,Sega,"0,19","0,05",0,"0,01","0,25",E,Bueno
X360,Action,Electronic Arts,"0,22","0,01",0,"0,02","0,25",E10+,Excelente
PS2,Racing,Sony Computer Entertainment,"0,12","0,1",0,"0,03","0,25",E,Excelente
PS4,Action,Nippon Ichi Software,"0,14","0,03","0,04","0,04","0,25",M,Malo
X,Sports,Electronic Arts,"0,19","0,05",0,"0,01","0,25",E10+,Bueno
PS3,Misc,Sony Computer Entertainment,"0,08","0,12",0,"0,05","0,25",E,Malo
PS,Fighting,Ubisoft,"0,14","0,09",0,"0,02","0,25",T,Malo
X,Shooter,Ubisoft,"0,16","0,08",0,"0,01","0,25",M,Bueno
PS3,Action,THQ,"0,15","0,06",0,"0,03","0,25",E10+,Aceptable
DS,Misc,Ubisoft,"0,21","0,02",0,"0,02","0,25",E10+,Aceptable
X360,Racing,THQ,"0,23",0,0,"0,02","0,25",E,Bueno
X360,Racing,THQ,"0,22","0,01",0,"0,02","0,25",E,Aceptable
PS3,Shooter,Take-Two Interactive,"0,08","0,13",0,"0,04","0,25",M,Aceptable
PC,Racing,Electronic Arts,"0,04","0,19",0,"0,02","0,25",E10+,Bueno
PS2,Action,Vivendi Games,"0,12","0,1",0,"0,03","0,25",T,Malo
GC,Fighting,Electronic Arts,"0,19","0,05",0,"0,01","0,25",T,Excelente
Wii,Action,Activision,"0,22","0,01",0,"0,02","0,25",T,Aceptable
X,Simulation,Electronic Arts,"0,19","0,05",0,"0,01","0,25",T,Bueno
3DS,Role-Playing,Nippon Ichi Software,"0,1","0,01","0,13","0,01","0,25",E10+,Bueno
PS2,Sports,Sega,"0,12","0,1",0,"0,03","0,25",E,Excelente
Wii,Sports,Activision,"0,22","0,01",0,"0,02","0,25",T,Malo
PSP,Action,Activision,"0,11","0,09",0,"0,05","0,25",T,Aceptable
X360,Action,THQ,"0,21","0,02",0,"0,02","0,25",M,Aceptable
X360,Sports,Take-Two Interactive,"0,14","0,08",0,"0,02","0,25",T,Malo
PS2,Action,Capcom,"0,03","0,03","0,18","0,01","0,25",T,Aceptable
X360,Adventure,Disney Interactive Studios,"0,18","0,05",0,"0,02","0,25",E10+,Malo
X360,Action,Activision,"0,18","0,05",0,"0,02","0,25",T,Malo
PS2,Action,Tecmo Koei,"0,12","0,09",0,"0,03","0,25",T,Malo
X,Shooter,Ubisoft,"0,19","0,05",0,"0,01","0,25",T,Aceptable
PS,Role-Playing,Ubisoft,"0,14","0,09",0,"0,02","0,25",E,Excelente
PS2,Adventure,Ubisoft,"0,12","0,09",0,"0,03","0,25",T,Malo
GC,Platform,Midway Games,"0,19","0,05",0,"0,01","0,25",E,Malo
X360,Simulation,505 Games,"0,19","0,01","0,03","0,02","0,25",T,Aceptable
PC,Strategy,Sega,"0,09","0,13",0,"0,02","0,25",T,Excelente
PSP,Role-Playing,Nippon Ichi Software,"0,1","0,01","0,12","0,02","0,25",T,Excelente
PS3,Racing,Black Bean Games,"0,12","0,11",0,"0,02","0,25",E10+,Malo
DS,Action,Activision,"0,16","0,07",0,"0,02","0,25",T,Malo
Wii,Action,Activision,"0,19","0,04",0,"0,02","0,25",T,Malo
PS3,Sports,Spike,"0,23",0,0,"0,02","0,25",E,Bueno
PS3,Shooter,Vivendi Games,"0,12","0,09",0,"0,04","0,25",M,Excelente
PS2,Role-Playing,Square Enix,"0,12","0,09",0,"0,03","0,25",T,Bueno
GC,Role-Playing,Activision,"0,19","0,05",0,"0,01","0,25",T,Excelente
X360,Action,Activision,"0,14","0,09",0,"0,02","0,25",M,Malo
X360,Action,Tecmo Koei,"0,16","0,05","0,03","0,02","0,25",M,Malo
GC,Sports,Nintendo,"0,19","0,05",0,"0,01","0,25",E,Bueno
PSV,Platform,Sony Computer Entertainment Europe,"0,13","0,06",0,"0,06","0,25",E10+,Bueno
X360,Action,Capcom,"0,15","0,06","0,01","0,02","0,25",T,Bueno
PSV,Role-Playing,Nippon Ichi Software,"0,05","0,03","0,14","0,02","0,24",T,Bueno
PS2,Role-Playing,Namco Bandai Games,"0,12","0,09",0,"0,03","0,24",E10+,Malo
PC,Action,Square Enix,"0,03","0,17",0,"0,04","0,24",M,Bueno
Wii,Sports,Ubisoft,"0,13","0,09",0,"0,02","0,24",E,Malo
3DS,Simulation,Namco Bandai Games,"0,1","0,06","0,08","0,01","0,24",T,Bueno
XOne,Racing,Ubisoft,"0,12","0,1",0,"0,02","0,24",E10+,Excelente
3DS,Role-Playing,Namco Bandai Games,"0,04",0,"0,2","0,01","0,24",T,Aceptable
PS2,Misc,Capcom,"0,12","0,09",0,"0,03","0,24",E,Bueno
PC,Shooter,Ubisoft,"0,14","0,08",0,"0,02","0,24",M,Bueno
X360,Shooter,Ubisoft,"0,2","0,03",0,"0,02","0,24",M,Bueno
PS4,Action,Tecmo Koei,"0,08","0,07","0,06","0,03","0,24",T,Bueno
PSP,Sports,Sony Computer Entertainment,"0,23",0,0,"0,02","0,24",E,Excelente
PS,Shooter,3DO,"0,14","0,09",0,"0,02","0,24",T,Malo
PSV,Action,Nihon Falcom Corporation,"0,1","0,01","0,1","0,04","0,24",T,Excelente
PS4,Platform,Activision,"0,09","0,11",0,"0,04","0,24",E10+,Bueno
PS2,Misc,THQ,"0,12","0,09",0,"0,03","0,24",E,Aceptable
PS2,Platform,Acclaim Entertainment,"0,12","0,09",0,"0,03","0,24",T,Aceptable
PSV,Action,Tecmo Koei,"0,05","0,06","0,11","0,02","0,24",T,Aceptable
PS2,Shooter,Electronic Arts,"0,12","0,09",0,"0,03","0,24",M,Excelente
GC,Simulation,Ubisoft,"0,19","0,05",0,"0,01","0,24",E,Excelente
X,Action,Capcom,"0,14","0,04","0,05","0,01","0,24",M,Excelente
PS3,Shooter,Codemasters,"0,21","0,01",0,"0,02","0,24",T,Malo
GBA,Platform,Nintendo,"0,17","0,06",0,0,"0,24",E,Aceptable
PC,Shooter,THQ,"0,11","0,1",0,"0,03","0,24",M,Aceptable
X,Racing,TDK Mediactive,"0,18","0,05",0,"0,01","0,24",E,Malo
DS,Role-Playing,Activision,"0,22","0,01",0,"0,02","0,24",E10+,Malo
PS3,Racing,Codemasters,"0,08","0,11",0,"0,04","0,24",E,Aceptable
PSP,Sports,Electronic Arts,"0,21",0,"0,01","0,02","0,24",E,Aceptable
X,Racing,Acclaim Entertainment,"0,18","0,05",0,"0,01","0,24",E,Excelente
PS2,Misc,Sega,"0,12","0,09",0,"0,03","0,24",E,Bueno
PC,Shooter,Take-Two Interactive,"0,02","0,19",0,"0,04","0,24",M,Excelente
X,Shooter,Namco Bandai Games,"0,18","0,05",0,"0,01","0,24",T,Bueno
PSP,Role-Playing,GungHo,"0,19",0,"0,03","0,02","0,24",T,Excelente
XOne,Role-Playing,Square Enix,"0,15","0,07",0,"0,02","0,24",M,Excelente
PS4,Sports,Electronic Arts,"0,15","0,05",0,"0,04","0,24",E,Malo
GC,Action,Ubisoft,"0,19","0,05",0,"0,01","0,24",T,Excelente
Wii,Misc,Activision,"0,22",0,0,"0,02","0,24",E10+,Malo
GC,Racing,Electronic Arts,"0,19","0,05",0,"0,01","0,24",T,Aceptable
X360,Action,Tecmo Koei,"0,16","0,06",0,"0,02","0,24",T,Malo
PSP,Racing,Vivendi Games,"0,16","0,05",0,"0,03","0,24",E10+,Aceptable
X,Action,Microsoft Game Studios,"0,18","0,05",0,"0,01","0,24",T,Malo
X,Fighting,Atari,"0,18","0,05",0,"0,01","0,24",T,Malo
X360,Action,Konami Digital Entertainment,"0,07","0,15",0,"0,02","0,24",E,Excelente
PS3,Misc,MTV Games,"0,21","0,01",0,"0,02","0,24",T,Aceptable
GC,Role-Playing,Marvelous Interactive,"0,19","0,05",0,"0,01","0,24",E,Aceptable
DS,Adventure,Ubisoft,"0,1","0,01","0,12","0,01","0,24",E,Bueno
PS2,Sports,Sega,"0,12","0,09",0,"0,03","0,24",E,Excelente
X360,Action,Activision,"0,2","0,02",0,"0,02","0,24",E,Aceptable
GC,Action,Activision,"0,19","0,05",0,"0,01","0,24",T,Aceptable
GBA,Sports,Activision,"0,17","0,06",0,0,"0,24",E,Aceptable
PC,Shooter,THQ,0,"0,19",0,"0,05","0,24",M,Excelente
PS3,Shooter,Activision,"0,17","0,04","0,01","0,03","0,24",M,Bueno
PSP,Role-Playing,Rising Star Games,"0,15",0,"0,07","0,01","0,24",E10+,Malo
X360,Action,Ubisoft,"0,07","0,14",0,"0,03","0,24",E10+,Aceptable
XOne,Misc,Majesco Entertainment,"0,17","0,05",0,"0,02","0,24",E,Bueno
X360,Sports,Sega,"0,11","0,09","0,01","0,02","0,24",E,Aceptable
DS,Role-Playing,Rising Star Games,"0,16",0,"0,06","0,01","0,24",T,Aceptable
X,Racing,Gathering of Developers,"0,18","0,05",0,"0,01","0,24",E,Malo
X360,Misc,Sega,"0,16","0,06",0,"0,02","0,24",T,Malo
GBA,Action,Take-Two Interactive,"0,17","0,06",0,0,"0,24",M,Aceptable
DS,Role-Playing,Rising Star Games,"0,11",0,"0,12","0,01","0,24",E10+,Bueno
Wii,Action,Capcom,"0,13","0,03","0,06","0,01","0,24",M,Aceptable
Wii,Action,Activision,"0,12","0,09",0,"0,02","0,24",T,Bueno
PS2,Misc,Sony Computer Entertainment,"0,12","0,09",0,"0,03","0,24",E,Malo
PSP,Action,Take-Two Interactive,"0,22",0,0,"0,02","0,24",T,Malo
PS3,Action,Activision,"0,14","0,07",0,"0,03","0,24",T,Malo
PS2,Role-Playing,Midway Games,"0,12","0,09",0,"0,03","0,24",T,Excelente
PSP,Racing,Ubisoft,"0,03","0,14",0,"0,07","0,24",M,Malo
PS3,Action,Electronic Arts,"0,18","0,04",0,"0,03","0,24",E10+,Aceptable
PSP,Misc,Midway Games,"0,21",0,0,"0,02","0,24",M,Aceptable
PS4,Sports,Electronic Arts,"0,16","0,04",0,"0,04","0,24",E,Malo
PS3,Adventure,Focus Home Interactive,"0,05","0,14",0,"0,04","0,24",M,Aceptable
X360,Action,Tecmo Koei,"0,16","0,01","0,04","0,02","0,24",T,Malo
X,Sports,Electronic Arts,"0,18","0,05",0,"0,01","0,24",E,Bueno
X360,Action,Electronic Arts,"0,17","0,05",0,"0,02","0,24",T,Malo
PS3,Role-Playing,Focus Home Interactive,"0,1","0,1",0,"0,03","0,24",M,Malo
Wii,Sports,Oxygen Interactive,"0,02","0,21",0,"0,01","0,24",E10+,Malo
X360,Action,Activision,"0,18","0,04",0,"0,02","0,24",T,Malo
PS3,Sports,Ubisoft,"0,06","0,13",0,"0,04","0,24",E,Malo
X360,Action,Atari,"0,16","0,05",0,"0,02","0,24",M,Aceptable
PS3,Role-Playing,Tecmo Koei,"0,08","0,01","0,13","0,01","0,24",M,Aceptable
PS3,Simulation,Konami Digital Entertainment,"0,1","0,08","0,02","0,03","0,24",T,Bueno
PS2,Racing,Electronic Arts,"0,12","0,09",0,"0,03","0,24",E,Malo
Wii,Adventure,Ubisoft,"0,11","0,1",0,"0,02","0,24",T,Bueno
X360,Role-Playing,DTP Entertainment,"0,18","0,04",0,"0,02","0,24",M,Aceptable
PS3,Action,Activision,"0,19","0,03",0,"0,02","0,23",E,Aceptable
PC,Role-Playing,Sony Online Entertainment,"0,16","0,06",0,"0,02","0,23",T,Bueno
DS,Role-Playing,Takara Tomy,"0,22",0,0,"0,02","0,23",E10+,Aceptable
Wii,Action,Ubisoft,"0,1","0,11",0,"0,02","0,23",T,Bueno
PS2,Misc,Konami Digital Entertainment,"0,11","0,09",0,"0,03","0,23",E,Bueno
DS,Adventure,Disney Interactive Studios,"0,21","0,01",0,"0,02","0,23",E,Aceptable
X,Racing,Electronic Arts,"0,18","0,05",0,"0,01","0,23",E,Excelente
X,Action,Electronic Arts,"0,18","0,05",0,"0,01","0,23",T,Bueno
X,Action,Electronic Arts,"0,18","0,05",0,"0,01","0,23",E10+,Aceptable
DS,Action,Electronic Arts,"0,2","0,01",0,"0,02","0,23",E,Aceptable
DS,Role-Playing,Sega,"0,09",0,"0,13","0,01","0,23",T,Aceptable
X360,Misc,Microsoft Game Studios,"0,19","0,02",0,"0,02","0,23",E,Malo
Wii,Misc,Disney Interactive Studios,"0,19","0,03",0,"0,02","0,23",E10+,Malo
PSV,Action,Tecmo Koei,"0,02","0,02","0,18","0,01","0,23",T,Excelente
PS4,Action,Activision,"0,11","0,09",0,"0,04","0,23",T,Bueno
X,Sports,Sega,"0,17","0,05",0,"0,01","0,23",E,Excelente
PS3,Action,Tecmo Koei,0,0,"0,23",0,"0,23",T,Aceptable
PS2,Racing,Atari,"0,11","0,09",0,"0,03","0,23",T,Bueno
PSV,Misc,Sega,0,0,"0,23",0,"0,23",T,Excelente
PS2,Racing,Acclaim Entertainment,"0,11","0,09",0,"0,03","0,23",T,Malo
PS2,Action,Universal Interactive,"0,11","0,09",0,"0,03","0,23",T,Malo
PS3,Shooter,Sega,"0,14","0,07",0,"0,03","0,23",M,Bueno
DS,Puzzle,Nintendo,"0,15","0,01","0,06","0,01","0,23",E,Excelente
GC,Action,Ubisoft,"0,18","0,05",0,"0,01","0,23",T,Excelente
GC,Shooter,Activision,"0,18","0,05",0,"0,01","0,23",T,Bueno
PS2,Sports,Sega,"0,11","0,09",0,"0,03","0,23",E,Excelente
X360,Racing,Codemasters,"0,08","0,13",0,"0,02","0,23",E10+,Bueno
X,Action,Vivendi Games,"0,17","0,05",0,"0,01","0,23",T,Excelente
PS,Fighting,Namco Bandai Games,"0,13","0,09",0,"0,02","0,23",T,Aceptable
Wii,Sports,Activision,"0,21",0,0,"0,02","0,23",E10+,Aceptable
PS3,Role-Playing,Nippon Ichi Software,"0,14","0,02","0,05","0,02","0,23",T,Malo
Wii,Action,Warner Bros. Interactive Entertainment,"0,17","0,05",0,"0,02","0,23",T,Malo
PS2,Shooter,Sierra Entertainment,"0,11","0,09",0,"0,03","0,23",T,Bueno
Wii,Action,Warner Bros. Interactive Entertainment,"0,21","0,01",0,"0,02","0,23",E10+,Malo
PS3,Action,Activision,"0,12","0,08",0,"0,03","0,23",E10+,Malo
PC,Shooter,Take-Two Interactive,"0,12","0,09",0,"0,02","0,23",M,Bueno
PC,Shooter,LucasArts,"0,07","0,14",0,"0,02","0,23",T,Bueno
PSP,Role-Playing,Tecmo Koei,"0,15","0,01","0,04","0,02","0,23",T,Excelente
PS4,Role-Playing,Nippon Ichi Software,"0,09","0,04","0,08","0,03","0,23",T,Excelente
PS4,Fighting,Namco Bandai Games,0,"0,16","0,05","0,03","0,23",T,Malo
X360,Action,Take-Two Interactive,"0,21","0,01",0,"0,02","0,23",E,Excelente
PS3,Racing,Electronic Arts,"0,15","0,05",0,"0,03","0,23",E,Malo
PS3,Sports,Electronic Arts,"0,09","0,1",0,"0,04","0,23",E,Bueno
X,Action,Take-Two Interactive,"0,17","0,05",0,"0,01","0,23",M,Aceptable
PS4,Racing,Milestone S.r.l.,"0,04","0,13","0,03","0,03","0,23",E,Aceptable
PS4,Role-Playing,Namco Bandai Games,"0,07","0,03","0,1","0,02","0,23",T,Aceptable
X360,Action,Tecmo Koei,"0,13","0,06","0,02","0,02","0,23",T,Malo
PS2,Sports,Sony Computer Entertainment,"0,11","0,09",0,"0,03","0,23",T,Aceptable
WiiU,Action,Disney Interactive Studios,"0,13","0,07","0,01","0,02","0,23",E,Malo
PS3,Misc,Sony Computer Entertainment,"0,13","0,06",0,"0,04","0,23",E,Aceptable
PS2,Action,Sony Computer Entertainment,"0,11","0,09",0,"0,03","0,23",M,Bueno
3DS,Action,Marvelous Entertainment,"0,11","0,02","0,08","0,01","0,23",M,Malo
Wii,Racing,Focus Home Interactive,"0,09","0,11",0,"0,02","0,23",E,Bueno
PS2,Racing,Eidos Interactive,"0,11","0,09",0,"0,03","0,23",T,Malo
X,Shooter,Electronic Arts,"0,17","0,05",0,"0,01","0,23",T,Excelente
X,Shooter,Activision,"0,17","0,05",0,"0,01","0,23",M,Aceptable
DS,Role-Playing,Konami Digital Entertainment,"0,17","0,01","0,04","0,01","0,23",E10+,Excelente
3DS,Fighting,THQ,"0,15","0,06",0,"0,02","0,23",T,Bueno
Wii,Fighting,Midway Games,"0,19","0,02",0,"0,02","0,23",M,Bueno
PS2,Role-Playing,Square Enix,"0,06","0,05","0,1","0,02","0,23",T,Excelente
PS,Role-Playing,Psygnosis,"0,13","0,09",0,"0,01","0,23",T,Excelente
WiiU,Sports,Electronic Arts,"0,21",0,0,"0,02","0,23",E,Bueno
PS2,Sports,Midway Games,"0,11","0,09",0,"0,03","0,23",E,Bueno
GC,Sports,Electronic Arts,"0,18","0,05",0,"0,01","0,23",E,Excelente
PS2,Shooter,Zoo Digital Publishing,"0,11","0,09",0,"0,03","0,23",T,Malo
PSP,Misc,Play It,"0,2","0,01",0,"0,02","0,23",E,Bueno
PSP,Sports,Electronic Arts,"0,19","0,02",0,"0,02","0,23",E,Bueno
3DS,Adventure,Nintendo,"0,13","0,02","0,06","0,01","0,23",T,Malo
PSV,Misc,Ubisoft,"0,09","0,09","0,01","0,04","0,23",E,Excelente
PS3,Role-Playing,Marvelous Interactive,"0,14",0,"0,07","0,02","0,23",E10+,Malo
PSP,Role-Playing,Falcom Corporation,"0,14",0,"0,08","0,02","0,23",T,Bueno
DS,Sports,Activision,"0,2","0,01",0,"0,02","0,23",E10+,Bueno
PS2,Adventure,THQ,"0,11","0,09",0,"0,03","0,23",E,Malo
X360,Misc,MTV Games,"0,21",0,0,"0,02","0,23",T,Aceptable
PSP,Role-Playing,Rising Star Games,"0,09",0,"0,12","0,01","0,23",E10+,Malo
PS2,Sports,Sony Computer Entertainment,"0,11","0,09",0,"0,03","0,23",E,Aceptable
DS,Racing,Electronic Arts,"0,18","0,03",0,"0,02","0,23",E10+,Malo
PS2,Action,Kemco,"0,11","0,09",0,"0,03","0,23",M,Aceptable
PS3,Action,Deep Silver,"0,12","0,03","0,05","0,03","0,23",M,Aceptable
X360,Racing,Codemasters,"0,08","0,13",0,"0,02","0,23",E,Aceptable
PS2,Action,Midway Games,"0,11","0,09",0,"0,03","0,22",M,Malo
3DS,Platform,Capcom,"0,15",0,"0,05","0,02","0,22",E,Bueno
PS2,Action,Sega,"0,11","0,09",0,"0,03","0,22",M,Bueno
XOne,Shooter,Take-Two Interactive,"0,16","0,04",0,"0,02","0,22",T,Bueno
PSV,Action,Ubisoft,"0,13","0,06",0,"0,03","0,22",E10+,Malo
PSP,Role-Playing,Eidos Interactive,"0,2","0,01",0,"0,02","0,22",T,Bueno
X,Shooter,SCi,"0,17","0,05",0,"0,01","0,22",M,Aceptable
PSV,Role-Playing,Nippon Ichi Software,"0,03","0,04","0,13","0,02","0,22",T,Excelente
PS2,Sports,Crave Entertainment,"0,11","0,09",0,"0,03","0,22",E,Malo
PSP,Sports,Electronic Arts,"0,2",0,0,"0,02","0,22",E,Bueno
Wii,Sports,Konami Digital Entertainment,"0,07","0,1","0,03","0,02","0,22",E,Bueno
GC,Role-Playing,Atari,"0,17","0,04",0,"0,01","0,22",T,Excelente
PC,Role-Playing,Deep Silver,0,"0,19",0,"0,03","0,22",M,Aceptable
GBA,Role-Playing,Ubisoft,"0,11","0,04","0,06",0,"0,22",E,Bueno
PSV,Action,Sony Computer Entertainment,0,"0,08","0,12","0,02","0,22",M,Excelente
GC,Sports,Electronic Arts,"0,17","0,04",0,"0,01","0,22",E,Excelente
GBA,Sports,Nintendo,"0,16","0,06",0,0,"0,22",E,Bueno
Wii,Racing,Activision,"0,21",0,0,"0,01","0,22",E,Malo
PSV,Action,Nippon Ichi Software,"0,07","0,01","0,12","0,03","0,22",M,Bueno
PS3,Action,Activision,"0,13","0,07",0,"0,03","0,22",T,Malo
Wii,Fighting,Electronic Arts,"0,19","0,01",0,"0,02","0,22",T,Aceptable
PC,Action,Ubisoft,"0,11","0,09",0,"0,02","0,22",M,Bueno
PS2,Fighting,Namco Bandai Games,"0,03","0,02","0,17","0,01","0,22",T,Aceptable
PS2,Shooter,Capcom,"0,07","0,06","0,08","0,02","0,22",M,Malo
X360,Fighting,Namco Bandai Games,"0,14","0,06",0,"0,02","0,22",T,Aceptable
GBA,Platform,Capcom,"0,16","0,06",0,0,"0,22",E,Bueno
Wii,Sports,Nintendo,"0,14","0,01","0,07","0,01","0,22",E10+,Bueno
3DS,Action,Warner Bros. Interactive Entertainment,"0,08","0,11","0,02","0,02","0,22",E10+,Aceptable
PS3,Action,Disney Interactive Studios,"0,13","0,06",0,"0,03","0,22",E10+,Aceptable
3DS,Platform,Sega,"0,14","0,07",0,"0,02","0,22",T,Aceptable
DS,Role-Playing,Rising Star Games,"0,2",0,0,"0,02","0,22",T,Bueno
PS3,Role-Playing,Deep Silver,"0,04","0,13","0,01","0,04","0,22",M,Malo
DS,Strategy,THQ,"0,18","0,02",0,"0,02","0,22",E10+,Excelente
DS,Sports,Activision,"0,2",0,0,"0,02","0,22",E,Bueno
PC,Shooter,Activision,"0,08","0,12",0,"0,02","0,22",M,Bueno
PC,Action,Warner Bros. Interactive Entertainment,"0,05","0,14",0,"0,03","0,22",E10+,Excelente
PS3,Racing,Capcom,"0,05","0,13",0,"0,04","0,22",E,Aceptable
DS,Strategy,Sega,"0,2",0,0,"0,02","0,22",E,Aceptable
GBA,Role-Playing,Electronic Arts,"0,16","0,06",0,0,"0,22",T,Aceptable
X,Action,Midway Games,"0,16","0,05",0,"0,01","0,22",M,Bueno
GC,Puzzle,THQ,"0,17","0,04",0,"0,01","0,22",E,Malo
PS4,Strategy,Activision,"0,1","0,08",0,"0,04","0,22",E,Malo
GC,Action,Capcom,"0,17","0,04",0,"0,01","0,22",T,Excelente
PSP,Sports,Sony Computer Entertainment,"0,07",0,"0,13","0,01","0,22",E,Excelente
PS3,Shooter,Ubisoft,"0,09","0,1",0,"0,04","0,22",E10+,Excelente
Wii,Sports,Electronic Arts,"0,19","0,02",0,"0,02","0,22",E,Malo
DS,Shooter,Eidos Interactive,"0,2",0,0,"0,02","0,22",M,Malo
PSP,Action,Empire Interactive,"0,09","0,08",0,"0,05","0,22",M,Malo
PC,Action,Ubisoft,"0,05","0,15",0,"0,02","0,22",M,Bueno
X,Misc,Infogrames,"0,16","0,05",0,"0,01","0,22",E,Malo
DS,Role-Playing,GungHo,"0,1",0,"0,11","0,01","0,22",E10+,Malo
X,Shooter,Eidos Interactive,"0,16","0,05",0,"0,01","0,22",M,Malo
GC,Sports,Acclaim Entertainment,"0,17","0,04",0,"0,01","0,22",E,Aceptable
PS2,Role-Playing,505 Games,"0,11","0,08",0,"0,03","0,22",T,Aceptable
DC,Fighting,Virgin Interactive,0,0,"0,22",0,"0,22",T,Excelente
PS3,Misc,Crave Entertainment,"0,2",0,0,"0,02","0,22",E10+,Excelente
PSP,Action,Vivendi Games,"0,03","0,12",0,"0,07","0,22",T,Malo
DS,Action,LucasArts,"0,17","0,03",0,"0,02","0,22",T,Malo
GC,Action,Electronic Arts,"0,17","0,04",0,"0,01","0,22",T,Aceptable
PS2,Misc,Activision,"0,11","0,01",0,"0,1","0,22",T,Aceptable
PS2,Sports,Acclaim Entertainment,"0,11","0,08",0,"0,03","0,22",E,Aceptable
PC,Action,Warner Bros. Interactive Entertainment,"0,07","0,13",0,"0,03","0,22",E10+,Excelente
X360,Sports,Electronic Arts,"0,2",0,0,"0,02","0,22",E,Aceptable
XOne,Role-Playing,Square Enix,"0,1","0,1",0,"0,02","0,22",M,Bueno
PSP,Role-Playing,Atlus,"0,08",0,"0,13","0,01","0,22",T,Bueno
PC,Action,Warner Bros. Interactive Entertainment,"0,14","0,06",0,"0,02","0,22",M,Bueno
PS2,Role-Playing,Rising Star Games,"0,11","0,08",0,"0,03","0,22",T,Aceptable
X360,Action,D3Publisher,"0,11","0,09",0,"0,02","0,22",E10+,Aceptable
PS2,Sports,Electronic Arts,"0,11","0,08",0,"0,03","0,22",E,Aceptable
Wii,Action,THQ,"0,08","0,12",0,"0,02","0,22",T,Bueno
PSP,Sports,Sony Computer Entertainment,"0,2",0,0,"0,02","0,22",E,Bueno
DS,Misc,AQ Interactive,"0,19","0,01",0,"0,02","0,22",E,Excelente
X360,Strategy,Kalypso Media,"0,15","0,02","0,03","0,01","0,22",T,Bueno
GBA,Action,Tomy Corporation,"0,16","0,06",0,0,"0,22",E10+,Aceptable
PC,Action,Deep Silver,"0,12","0,07",0,"0,03","0,22",M,Excelente
GC,Sports,Sega,"0,17","0,04",0,"0,01","0,22",E,Excelente
PS4,Adventure,Telltale Games,"0,11","0,07",0,"0,04","0,22",M,Excelente
X360,Action,Bethesda Softworks,"0,13","0,06",0,"0,02","0,22",M,Aceptable
